Set,Connection Name,FlexDeploy Variable Name,Data Value,Attachment
Y,PIV_NZL_JDBC.secure.Password=,FD_OIC_PIV_NZL_JDBC_PASS,,
Y,PIV_NZL_JDBC.agentDefinition=,FD_OIC_CMN_NZL_AGENT,,
N,,,,
Y,QTS_SFTP.connection.FTP Server Host Address=,FD_OIC_QTS_SFTP_URL,,
Y,QTS_SFTP.connection.FTP Server Port=,FD_OIC_CMN_PORT_22,,
Y,QTS_SFTP.connection.SFTP Connection=,FD_OIC_CMN_SFTP_CONF,,
N,QTS_SFTP.connection.Passive IP as Host Address=,,,
N,QTS_SFTP.connection.Host Key=,,,
N,QTS_SFTP.connection.FTP SSL Type=,,,
N,QTS_SFTP.connection.SSL Certificate=,,,
N,QTS_SFTP.connection.FTP Server OS=,,,
N,QTS_SFTP.connection.FTP SSL Channel Mask=,,,
N,QTS_SFTP.connection.SFTP Key Exchange Algorithm=,,,
N,QTS_SFTP.connection.SFTP Preferred Cipher Suite=,,,
N,QTS_SFTP.connection.SFTP Preferred Data Integrity Algorithm=,,,
N,QTS_SFTP.connection.SFTP Preferred PKI Algorithm=,,,
N,QTS_SFTP.connection.FTP Server Time Zone=,,,
Y,QTS_SFTP.secure.User Name=,FD_OIC_QTS_SFTP_USER,,
Y,QTS_SFTP.secure.Private Key File=,FD_OIC_CMN_MX_SSH_PRI_KEY,,Y
Y,QTS_SFTP.secure.PassPhrase=,FD_OIC_CMN_MX_SSH_PRI_PASS,,
N,QTS_SFTP.secure.PGP Public Key=,,,
N,QTS_SFTP.secure.ASCII-Armor Encryption Format=,,,
N,QTS_SFTP.secure.Cipher Algorithm=,,,
N,QTS_SFTP.secure.PGP Private Key=,,,
N,QTS_SFTP.secure.PGP Private Key Password=,,,
N,QTS_SFTP.secure.PGP Sign Public Key=,,,
N,QTS_SFTP.secure.PGP Sign Private Key=,,,
N,QTS_SFTP.secure.PGP signing Private key password=,,,
N,QTS_SFTP.agentDefinition=,,,
N,,,,
Y,SCOTIA_FTP.connection.FTP Server Host Address=,FD_OIC_SCOTIA_SFTP_URL,,
Y,SCOTIA_FTP.connection.FTP Server Port=,FD_OIC_CMN_PORT_22,,
Y,SCOTIA_FTP.connection.SFTP Connection=,FD_OIC_CMN_SFTP_CONF,,
N,SCOTIA_FTP.connection.Passive IP as Host Address=,,,
N,SCOTIA_FTP.connection.Host Key=,,,
N,SCOTIA_FTP.connection.FTP SSL Type=,,,
N,SCOTIA_FTP.connection.SSL Certificate=,,,
N,SCOTIA_FTP.connection.FTP Server OS=,,,
N,SCOTIA_FTP.connection.FTP SSL Channel Mask=,,,
N,SCOTIA_FTP.connection.SFTP Key Exchange Algorithm=,,,
N,SCOTIA_FTP.connection.SFTP Preferred Cipher Suite=,,,
N,SCOTIA_FTP.connection.SFTP Preferred Data Integrity Algorithm=,,,
N,SCOTIA_FTP.connection.SFTP Preferred PKI Algorithm=,,,
N,SCOTIA_FTP.connection.FTP Server Time Zone=,,,
Y,SCOTIA_FTP.secure.User Name=,FD_OIC_SCOTIA_SFTP_USER,,
Y,SCOTIA_FTP.secure.Private Key File=,FD_OIC_CMN_MX_SSH_PRI_KEY,,Y
Y,SCOTIA_FTP.secure.PassPhrase=,FD_OIC_CMN_MX_SSH_PRI_PASS,,
N,SCOTIA_FTP.secure.PGP Public Key=,,,
N,SCOTIA_FTP.secure.ASCII-Armor Encryption Format=,,,
N,SCOTIA_FTP.secure.Cipher Algorithm=,,,
N,SCOTIA_FTP.secure.PGP Private Key=,,,
N,SCOTIA_FTP.secure.PGP Private Key Password=,,,
N,SCOTIA_FTP.secure.PGP Sign Public Key=,,,
N,SCOTIA_FTP.secure.PGP Sign Private Key=,,,
N,SCOTIA_FTP.secure.PGP signing Private key password=,,,
N,SCOTIA_FTP.agentDefinition=,,,
N,,,,
Y,SDPLUS.connection.Connection Type=,FD_OIC_CMN_RESTURL,,
N,SDPLUS.connection.TLS Version=,,,
Y,SDPLUS.connection.Connection URL=,FD_OIC_SDPLUS_URL,,
N,SDPLUS.connection.Enable two way SSL for outbound connections (Optional)=,,,
N,SDPLUS.connection.Identity keystore alias name (Optional)=,,,
Y,SDPLUS.secure.Authorization Request=,FD_OIC_SDPLUS_AUTH_RQ,,
Y,SDPLUS.secure.Access Token Request=,FD_OIC_SDPLUS_ACCESS_TOKEN_RQ,,
Y,SDPLUS.secure.Refresh Token Request=,FD_OIC_SDPLUS_REFRESH_TOKEN_RQ,,
Y,SDPLUS.secure.$auth_code=,FD_OIC_SDPLUS_AUTH_CODE,,
Y,SDPLUS.secure.$access_token=,FD_OIC_SDPLUS_ACCESS_TOKEN,,
Y,SDPLUS.secure.$refresh_token=,FD_OIC_SDPLUS_REFRESH_TOKEN,,
Y,SDPLUS.secure.$expiry=,FD_OIC_SDPLUS_EXPIRY,,
Y,SDPLUS.secure.$token_type=,FD_OIC_SDPLUS_TOKEN_TYPE,,
Y,SDPLUS.secure.access_token_usage=,FD_OIC_SDPLUS_TOKEN_USAGE,,
N,SDPLUS.agentDefinition=,,,
N,,,,
N,SDPLUS_DATA.connection.Host=,,,
N,SDPLUS_DATA.connection.Port=,,,
N,SDPLUS_DATA.connection.SID=,,,
Y,SDPLUS_DATA.connection.Service Name=,FD_OIC_CMN_ATP_SHARED,,
Y,SDPLUS_DATA.secure.Wallet=,FD_OIC_CMN_ATP_WALLET,,Y
Y,SDPLUS_DATA.secure.Wallet Password=,FD_OIC_CMN_ATP_PASS,,
Y,SDPLUS_DATA.secure.Database Service Username=,FD_OIC_CMN_ATP_SDPLUS_USER,,
Y,SDPLUS_DATA.secure.Database Service Password=,FD_OIC_CMN_ATP_DB_PASS,,
N,SDPLUS_DATA.agentDefinition=,,,
N,,,,
N,SHIPNOTICE_REST.agentDefinition=,,,
N,,,,
Y,TTBANK_REST_TTRATE.connection.Connection Type=,FD_OIC_CMN_RESTURL,,
N,TTBANK_REST_TTRATE.connection.TLS Version=,,,
Y,TTBANK_REST_TTRATE.connection.Connection URL=,FD_OIC_TTBANK_URL,,
Y,TTBANK_REST_TTRATE.connection.Enable two way SSL for outbound connections (Optional)=,FD_OIC_CMN_SFTP_CONF,,
N,TTBANK_REST_TTRATE.connection.Identity keystore alias name (Optional)=,,,
N,TTBANK_REST_TTRATE.agentDefinition=,,,
N,,,,
Y,VBCSUS_REST.connection.Connection Type=,FD_OIC_CMN_RESTURL,,
Y,VBCSUS_REST.connection.TLS Version=,FD_OIC_CMN_TLS,,
Y,VBCSUS_REST.connection.Connection URL=,FD_OIC_CMN_VBCS_URL,,
N,VBCSUS_REST.connection.Enable two way SSL for outbound connections (Optional)=,,,
N,VBCSUS_REST.connection.Identity keystore alias name (Optional)=,,,
Y,VBCSUS_REST.secure.Username=,FD_OIC_CMN_OIC_USER,,
Y,VBCSUS_REST.secure.Password=,FD_OIC_CMN_OIC_PASS,,
N,VBCSUS_REST.agentDefinition=,,,
N,,,,
Y,VIMOS_REST.connection.Connection Type=,FD_OIC_CMN_RESTURL,,
N,VIMOS_REST.connection.TLS Version=,,,
Y,VIMOS_REST.connection.Connection URL=,FD_OIC_IMOS_URL,,
N,VIMOS_REST.connection.Enable two way SSL for outbound connections (Optional)=,,,
N,VIMOS_REST.connection.Identity keystore alias name (Optional)=,,,
Y,VIMOS_REST.secure.API Key=,FD_OIC_IMOS_API,,
Y,VIMOS_REST.secure.API Key Usage=,FD_OIC_IMOS_API_USAGE,,
N,VIMOS_REST.agentDefinition=,,,
N,,,,
Y,WORKD_REST.connection.Connection Type=,FD_OIC_CMN_RESTURL,,
N,WORKD_REST.connection.TLS Version=,,,
Y,WORKD_REST.connection.Connection URL=,FD_OIC_WORKDAY_URL,,
N,WORKD_REST.connection.Enable two way SSL for outbound connections (Optional)=,,,
N,WORKD_REST.connection.Identity keystore alias name (Optional)=,,,
Y,WORKD_REST.secure.Username=,FD_OIC_WORKDAY_USER,,
Y,WORKD_REST.secure.Password=,FD_OIC_WORKDAY_PASS,,
N,WORKD_REST.agentDefinition=,,,
N,,,,
Y,XE_REST_RATES.connection.Connection Type=,FD_OIC_CMN_RESTURL,,
N,XE_REST_RATES.connection.TLS Version=,,,
Y,XE_REST_RATES.connection.Connection URL=,FD_OIC_XE_URL,,
N,XE_REST_RATES.connection.Enable two way SSL for outbound connections (Optional)=,,,
N,XE_REST_RATES.connection.Identity keystore alias name (Optional)=,,,
Y,XE_REST_RATES.secure.Username=,FD_OIC_XE_USER,,
Y,XE_REST_RATES.secure.Password=,FD_OIC_XE_PASS,,
N,XE_REST_RATES.agentDefinition=,,,
N,,,,
N,OIC_TGR_REST.agentDefinition=,,,
N,,,,
